id,price,moonRank,💎 score (%),storeURL,Accessory,Background,Beak,Body,Clothing,Eyes,Eyewear,Headwear
5180,50,6199,0,https://solanart.io/nft/6NQihpHvVuA629izZRzcFfvg3wAkCP399RgDz3ogs4pV,,Chess Purple,Goth,White,Wild Lover Suit,Classic,,Cowboy Black
5190,4.6,848,67.13,https://magiceden.io/item-details/7xBN3rxWUq931EDcCsEhQKejwMCQALrBvZu43PTgXbRg,,Waves Purple,Devil,Goth,Solana Hoodie,Otherside Green,Solana Digital Mask,Ginger Hair
5195,2.2,5914,65.02,https://magiceden.io/item-details/N1VhUgaFkm7MsAya5pqTqicJuuna65hoc25q6ZgVwR2,,Dark Drips,Goth,Goth,Kill Duck Tracksuit,Classic,,Killer Style
5234,4.44,526,70.39,https://magiceden.io/item-details/67Koue2qpR21YcRct1oF7kKBSg1Et8jJxdJoJ5BH8rS1,,Chess Classic,Zombie,Zombie,Kill Duck Tracksuit,Void,Plastic Bag,
5238,15,5690,0,https://magiceden.io/item-details/HZ6LDceKuwTLwvdHwvTDxG4eRfQVXDBCb5Mop6b8r7sf,,Quackgram Lines,Yellow,Bath,Pepe Tee,Hypno Black,,
5249,1.75,6359,67.23,https://magiceden.io/item-details/JND6cEZvnUe2HyLsxi7atS4qmfN6fGR4EejKQT93qgA,,Rays Dark,Yellow,White,D.O. Double G Tee,Classic,,Sambrero
5256,8,5902,7.09,https://magiceden.io/item-details/433pPejGth1L26dFBnLMBb541PStiZ3oMmzjk5PET5Rj,,Waves Purple,Goth,Goth,Wang GOFL Tee,Classic,,Eric's Hat
5269,3,2299,75.65,https://magiceden.io/item-details/Gs6swX75Vf5JF1vm6UBnPg29Go29jHesfJ4aWTFkeeWp,,Dark Drips,Devil,Metaduck,Experience Tee,Stoned,Hockey Black,
5310,7,7380,9.47,https://magiceden.io/item-details/EYnZ3YkRacrmorGvPsLLnNPLoscqTAgnPyDtAMWHUvsG,,Waves Orange,Yellow,White,,Classic,,Rice Hat
5324,2.69,5311,63.23,https://magiceden.io/item-details/Dj5SfFKhsBfWQotyNA98cvbPxoFTgd9q7GKRqrHpc4pL,,Blue Lines,Goth,Devil,Tank BAYC,Classic,,Party Hat
5329,15,4169,0,https://solanart.io/nft/5vvWjX3ryj1Mk59FoeGmPxEjHBbGWydfkBuPYJ1JBwc9,,Waves,Yellow,Goth,Coverall,Classic,,Brain Capsule
5348,5,6620,33.39,https://magiceden.io/item-details/9csgmh9Vz1obhEqGPy5SAzA8LoRfDwALUkMQtEtRd4uP,,Ducktrix,Metaduck,Devil,,Classic,,MEOW!
5354,24,5862,0,https://solanart.io/nft/7MBEDCA489dnR3xaoM7ZKRgZvBXNBELoYuEjxnTGHnTG,,Rays Orange,Goth,Hunt,Experience Tee,Classic,,MEOW!
5371,4.99,2419,55.13,https://magiceden.io/item-details/7ZKa67HFFrCQVBqyWwzvH8TV1wvBWTXDX2r7rUtwamY2,,Waves Orange,Goth,Metaduck,Billie Quack Armstrong,Strab,MF Quack,
5372,59,3791,0,https://magiceden.io/item-details/54fFjZY4eKCi6tJE1yNYzS17kwqpofes3vBfQFEb5b9R,,Blue Lines,Goth,Bath,Tank BAYC,Metaduck,,Purple Cap
5381,3.1,2864,71.74,https://magiceden.io/item-details/39jheirPR3X2F3GMusHda31Pc2eiSEhAdfGPTrjtGGuz,,Rays Orange,Goth,Devil,Tank BAYC,Otherside Green,Death Metal,
5385,12,1043,0,https://magiceden.io/item-details/3baHoE99hLTGFiinbTXRmg696XCBURXGDTW92WNh7YkN,Gang Tattoo,Rays Orange,Yellow,Devil,,Otherside Yellow,Band Hero Purple,
5389,9,979,22.45,https://magiceden.io/item-details/4eWauQA9LGMr9DGvjob43UBRT4Y2B7F26DLn4UwXY9qd,,Chess Purple,Yellow,White,Squid Game,Robo Blue,Kano Eye,Killer Style
5393,5.99,5795,27.74,https://magiceden.io/item-details/3zB11eGjSbFTbFTT2PLstoSpNBvneZ8c8nyStsUQoDkX,,Framed Strains,Yellow,Bath,,Classic,Qackley Overthetop,
5414,7.5,4495,19.34,https://magiceden.io/item-details/Gpfmhtr452LbKG6Z7n7JreogtNwZHCdztPhfkkRZaMCx,,Waves Orange,Goth,Hunt,Black Cowboy Shirt,Classic,Eye Band,
5420,9,7618,0,https://solanart.io/nft/4uV4q8jrbLst7wd2yMF2fKFiprpZbWZnpjAeo9zuK2FX,,Quackgram Lines,Yellow,White,,Classic,,Red Horns
5428,3.8,1618,71.16,https://magiceden.io/item-details/BnWea8BbMJ8E7c3EftmnBAuusXbiw4WGrHKVsjhw6tP8,,Waves Orange,Devil,Metaduck,,Stoned,Kano Eye,Top Hat
5437,4,2330,65.49,https://magiceden.io/item-details/BvxByS4jEnvY33RM3arEHDpNooBkruZoJXLVaGovfYkM,,Rays Pink,Devil,White,Tank Slayer,Strab,Racing Mask,
5440,3.4942,7486,43.98,https://magiceden.io/item-details/BAWNpbvgFfhK45ZWVL9g6xTBCCaD5qVxT3dck9r13M9N,,Framed Strains,Yellow,Metaduck,,Classic,,Louie Hat
5450,2.6,5315,64.11,https://magiceden.io/item-details/3aELUDVHRjMRtEYpWqAvDRnVmwRWTCxrXLsKsuraqqnT,,Rays Pink,Goth,Metaduck,Donald,Classic,,Black Bandana
5455,5,2541,54.41,https://magiceden.io/item-details/8eCrrrDis6Bb6zEjv5fFLn5WKPvyvJKyhm7LmNYJT87f,,Rays Orange,Yellow,Metaduck,Prisoner,Classic,Scar Eye,Teen Solana
5466,5.5,5044,36.51,https://magiceden.io/item-details/2DgCUg75vGxaSYqgkFjBB1jC7KsjzFfeZGmsdZjBz1iT,,Chess Classic,Yellow,White,Vice Suit,Classic,,Jurassic Hat
5490,2.99,3203,71.09,https://magiceden.io/item-details/AD4uByvRXKVioK1pZSmCMBfTDn2bPMFa7aNx58w8ap7o,,Framed Strains,Yellow,Bath,Wild Lover Shirt,Void,MF Quack,
5506,3,6271,55.18,https://magiceden.io/item-details/84WAdoVUnSZrzwotaocRKFioMtRPaiMUXsPtqS7BoFdb,,Waves Orange,Yellow,Metaduck,Wang GOFL Tee,Classic,,Party Hat
5508,3.7,688,76.95,https://magiceden.io/item-details/6WVLFW7Vt9T8HGzZTdEVqQRYBx5SrGpHwCHwKZPhZR7s,Spiked Choker,Blue Lines,Devil,Goth,Oasis Tee,Void,,Killer Style
5509,100,6117,0,https://magiceden.io/item-details/CEDzqwsWCLTSCvFA3VD3kBdcrA3xZQAUz57LucdkjDwX,,Rays Yellow,Yellow,Goth,Experience Tee,Classic,,Arrow
5528,5.8,2345,47.42,https://magiceden.io/item-details/C9WP3DkrACS23bim3XFsFUG2PL97XkF2EpKGYGbZJA7y,,Chess Classic,Goth,Devil,Moto,Void,MF Quack,
5531,6.7,1738,41.54,https://magiceden.io/item-details/HVqYjZnFWJuSdMj8iHDeiFDx8vWPjrbUEMCs97KNamNE,,Dark Drips,Metaduck,Goth,Wang GOFL Tee,Classic,Virtual Eye Scanner,Red Dragon Bandana
5544,19,4514,0,https://magiceden.io/item-details/4qcTzhX39JKFazFPHotgZQsjiJc3kGLUTMdov83DhZ1d,,Chess Classic,Yellow,Hunt,Valley Ranger,Classic,,Louie Hat
5589,2,7297,59.9,https://magiceden.io/item-details/8Y328mNEP2kU1S3F9UxYNSV4pCDkkKRjU9Ack6z7VRS5,,Waves Purple,Yellow,Goth,,Classic,,Racing Cap
5592,8,3981,16.98,https://magiceden.io/item-details/Bxhksx7kpHjguk9ufvmm1vpnaLMLXuy4WMi6hqdsmnxf,,Ducktrix,Goth,Devil,Raspberry 90s,Classic,,Viking Helmet
5605,4.2,3393,58.01,https://solanart.io/nft/5j1UNLA2hVxX5tZRs7yqaaDxn4UAiUmKYhG3N1hiKkAJ,,Framed Strains,Yellow,White,Comedian College Jacket,Empty,Plastic Bag,
5613,5,6228,35.41,https://magiceden.io/item-details/HceNNMG98swwAJMoX4tdCDYy5MrEYdgyeeiNxYS1rtRE,,Dark Drips,Yellow,Bath,Solana Hoodie,Classic,,Teen Solana
5629,2.9,5808,58.57,https://solanart.io/nft/2zGSU5eXpDUXhvAM2UALbqv1EZXVf3rWD3K6jPKBN4Sc,,Rays Pink,Yellow,Metaduck,Coverall,Classic,,Captain Hat
5685,15,4601,0,https://magiceden.io/item-details/6GoKxsJA5abMneRbrjsP7cXfhCXJTK1E3KYyrjhw5Vba,,Framed Strains,Yellow,Metaduck,Basketball Air Red,Classic,,Teen Blonde
5710,3,2833,72.9,https://magiceden.io/item-details/ERZ8oqdPXxHX5GRi3AJPXE17YMhPX96PSS7AFuneLZcm,,Rays Yellow,Goth,Bath,Smith Suit,Otherside Yellow,MF Quack,
5734,10,285,16.03,https://magiceden.io/item-details/4vQ1mq6RKqoNw4DSBCRHfejHH6KsuNBMmsPiXCYbUANF,Gang Tattoo,Rays Orange,Devil,White,,Strab,Eye Band,Huey Hat
5759,3,5109,61.17,https://magiceden.io/item-details/5JxMAxDRAdpZc1KnRbVzyDjv5bZZmobqzQKnxfif1oqr,,Chess Purple,Goth,White,Regal Suit,Classic,,Spades Poker Hat
5774,25,277,0,https://magiceden.io/item-details/GDjHJwF1UKx3pTa5PFxVhRMZBYhUY1uqdDPPVrHdmiP8,,Chess Classic,Zombie,Zombie,Rancher Shirt,Empty,Death Metal,Captain Duck Price Hat
5775,4.2069,7060,39.05,https://magiceden.io/item-details/42WvkVndtp2zUpCyxHhmEeskXwwvusfLxfeuB561fiWk,,Biege Dotted,Yellow,Goth,,Classic,,Jurassic Hat
5776,7.5,167,41.64,https://magiceden.io/item-details/FBV4vwSXpQvqqpc8EzW47BZZpgChAdXK8kNv3pqDPPws,Royal Cigar,Biege Dotted,Goth,Metaduck,Tank BAYC,Empty,Eye Band,MEOW!
5799,4,5851,47.35,https://magiceden.io/item-details/EKQEbi5GxsgfcmbEnXQ3REJfCRBPU83JXfdM75AjvBvD,,Solana,Yellow,White,Rancher Shirt,Classic,,Ginger Hair
5836,4.5,3701,53.43,https://magiceden.io/item-details/CvejhQzTskJUTnKwsVYmwejsik5birxYbhWNxrUVq7TJ,,Quackgram Lines,Metaduck,Hunt,,Hypno Black,Hockey Rage,
5851,4.2,2445,62.9,https://magiceden.io/item-details/F3V3LHe42yZAzex3MANghYUH97r8UemZJTG1ycTcRstG,,Rays Dark,Metaduck,Hunt,Vest Biker,Classic,Eyes In Water,Sailor Hat
5894,3.45,4545,59.58,https://magiceden.io/item-details/HCvM5iSJyQTvgqYcKC9sRGue2UuRuwxyrebjsvzxwrvQ,,Rays Pink,Goth,Goth,Rancher Shirt,Classic,Heist Mask,
5897,4.2,7383,37.45,https://magiceden.io/item-details/GQr2xhrtMTjS5ySkpErqxKFEswf1rjuZfKmUhKZ5zQmz,,Quackgram Lines,Yellow,White,,Classic,,Top Hat
5900,20,7241,0,https://magiceden.io/item-details/8nxTgnpDjYy7JUjVA6zgM92EfaoqixUrDtPpy6KBs7QQ,,Rays Dark,Yellow,Metaduck,,Stoned,,
5906,20,1915,0,https://magiceden.io/item-details/D7QVSq8dpc2C94uu1QRK3pvtPhNHab3DEhQ8jpW81Jej,,Quackgram Lines,Metaduck,White,Tank Slayer,Robo Magenta,MF Quack,
5910,2.75,7011,53.87,https://magiceden.io/item-details/6iJhw67EszUNHo4aziEGBjN9oePVchefVWnq1LtY1cMa,,Biege Dotted,Metaduck,Metaduck,,Classic,,Cowboy Black
5936,7,1069,41.99,https://magiceden.io/item-details/4HHwsCVrHUsRXTCTEGkoaMMVT3Gc2F8wboqQcgCVDy9c,Joint,Rays Orange,Goth,White,Lizard Wizard Tee,Empty,,Eric's Hat
5949,4.48,4078,51.68,https://magiceden.io/item-details/DFvcCbR2r66Luc9hMUcFCDRGYH862ZAynBjkVQ9Dg5UA,,Rays Dark,Goth,Metaduck,Raspberry 90s,Classic,Hockey Rage,
5957,2.55,2719,77.99,https://magiceden.io/item-details/3tyWahMo6bBAu74iuKF3RsqPf8PnsYnxFo5yHomjN4jS,,Chess Purple,Goth,Bath,Lizard Wizard Tee,Empty,Plastic Bag,
5972,2.8,5965,58.76,https://magiceden.io/item-details/G8HgByM14MypZiAhF6W3jFRTsBVYEK6oBkvNU8mjKTWc,,Ducktrix,Yellow,White,Wild Lover Shirt,Classic,,Eric's Hat
6004,3.969,5646,48.71,https://magiceden.io/item-details/EARjoFc54e5ewm76e3tcRChaDTmCiKXCssqztWXBqFeR,,Rays Dark,Goth,Metaduck,IDDQD Tee,Classic,,Ballas Bandana
6026,4.5,6759,37.67,https://magiceden.io/item-details/7KEhyXKtUQEdHz3KWibPnMpXd5t57BeDataRXSzG5YLE,,Framed Strains,Yellow,White,Tank BAYC,Classic,,Party Hat
6074,2.3,5622,65.53,https://magiceden.io/item-details/4QPjBNLEUSLyNYS9NWj6NPpFQWhbzBRRvPQB3Drs9sYM,,Blue Lines,Goth,Bath,Donald,Classic,,Captain Duck Price Hat
6076,4.75,5936,39.41,https://magiceden.io/item-details/823Q4x2RYzguS9xjbM8YkuSxE7Gbg6dnye6SP8Pkhy9L,,Waves Orange,Metaduck,Devil,,Classic,Hockey Rage,
6094,2.2,3792,75.96,https://solanart.io/nft/8KFxezvbu4fMwK3w6ebAR72iQifVNXUW1EfHKwLnDm46,,Rays Orange,Goth,Bath,D.O. Double G Tee,Metaduck,,Ballas Bandana
6095,7,748,43.65,https://solanart.io/nft/H369cX8tgRhJJaVrEqrESyjCVFxHfqij4GGkJoYEyprT,,Red Dots,Devil,Metaduck,Coverall,Hypno Red,Solana Digital Mask,Purple Cap
6101,6.942,2483,35.28,https://magiceden.io/item-details/FEyT8QBA41iFWd7BiWULb3KTdXup3LdCLiqQzdFzmJ1u,,Biege Dotted,Devil,Bath,,Void,Wayfarer Glasses,Ballas Bandana
6121,20,786,0,https://magiceden.io/item-details/3Y311TUjbTYG366mCriHUYkcHPrbrKDR8bjZCSqCZLQw,,Waves Orange,Zombie,Zombie,,Metaduck,Round Glasses,MEOW!
6128,13,3041,0,https://magiceden.io/item-details/Em4fdBHjrWXYFBSdo5srVsKyiXgrBVt9VJcc35cQVDBv,,Rays Yellow,Goth,Goth,Solana Hoodie,Otherside Green,Mighty Quacks,
6146,4.5,5396,44.69,https://solanart.io/nft/3hzdDt7f1hM2yiQmK89dZwntXhVNvsaRNSATHoVVbdx4,,Solana,Yellow,Metaduck,Tank Motorhead,Classic,,Top Hat
6152,8.8,4398,6.84,https://magiceden.io/item-details/2s4JLQoKiMiGhsLrneirm5BpoESeYDQ1pxEKxBfcgbmA,,Red Dots,Yellow,Goth,Quang,Classic,,Mia Blue
6168,2.49,5616,63.66,https://magiceden.io/item-details/4tiDtFBy5ohP2vuTGuvktpMU9eSQ3wF81fqW7mach1Qi,,Ducktrix,Yellow,Goth,Wang GOFL Tee,Classic,,Black Horns
6172,4,3374,60.11,https://solanart.io/nft/UNfVMqJdVZkvL8wiggSQhCqCF6nQA7xXrysV1SjiCYX,,Dark Drips,Goth,Hunt,IDDQD Tee,Classic,Death Metal,Purple Cap
6222,6,291,56,https://magiceden.io/item-details/CYaKavD6BPcRhgNsRCjTjHHHLeEgzxdzHqGVHNtyyiVC,Spiked Choker,Chess Classic,Devil,White,Solana Hoodie,Metaduck,Blue Makeup,MEOW!
6227,8.95,174,27.1,https://magiceden.io/item-details/3MgVveqVp1ywPowCyfy21tmafz7hwQ5noWikxnCMevzS,Cigar,Chess Purple,Goth,Metaduck,Moto,Empty,Wayfarer Glasses,Huey Hat
6232,9,2271,15.8,https://magiceden.io/item-details/DcZWn1hboqhYB1aYz6BYAVFCjAT9nmtHZbedAxppAZDk,,Rays Orange,Devil,White,Wang GOFL Tee,Hypno Red,MF Quack,
6253,2.9,4803,63.75,https://magiceden.io/item-details/348inA5kbgQGTL7zTgzFB12rMzfV1VteLoz1s1bwb7Ln,,Waves,Yellow,Bath,Tank Black,Classic,,Sambrero
6266,5.5,6584,28.57,https://magiceden.io/item-details/Chu9HvHFLVXEkWW9XKb51KQCspLEZSUt8kBR9kPGYkiT,,Framed Strains,Yellow,Goth,Lizard Wizard Tee,Classic,,Black Horns
6290,2.5,2357,80.35,https://magiceden.io/item-details/FNaZCBAzunnMVV2V5zpFxihL4p7vz3PQSRjNmU5XRZQ8,,Dark Red,Metaduck,Devil,Black Cowboy Shirt,Classic,Round Glasses,Top Hat
6297,50,2140,0,https://solanart.io/nft/CqtmWbocewThMbCSjjuRWSoVXK5MjxVrYKFsAKbrxAHb,,Rays Pink,Goth,Devil,Wild Lover Suit,Otherside Yellow,Crystal Lake Duck,
6299,5,1057,62.05,https://magiceden.io/item-details/3DFTM5eWwvQJTmoxHL5TyZDd23wJVzX6ybhtfdtyYMKf,Cigarette,Rays Orange,Goth,Devil,Wild Lover Suit,Otherside Green,,Captain Duck Price Hat
6314,3,4461,64.51,https://magiceden.io/item-details/BxyHQuC68PrCjXYGf69fM11NN91t2tSFPVisYiUTUKSz,,Solana,Yellow,Goth,Regal Suit,Classic,,Brain
6324,4,4463,54.5,https://magiceden.io/item-details/8ixnvTQer6FD1u3QDz82vmrw59Wm11cQy3PaQPb173ME,,Solana,Yellow,Bath,Playduck,Classic,,Brain Capsule
6335,2.63,6094,59.8,https://solanart.io/nft/BVw7jraXuAgGNR3QobYikJN4zMaTfKaqM3qxPN2vi8ai,,Waves Orange,Yellow,Goth,Tank Motorhead,Classic,,Ginger Hair
6360,6.5,2014,42.12,https://solanart.io/nft/2k96mEUWj5sYn6DP88KUPVEzBJkUrWxaVzBcGL1Z7dU9,,Waves Orange,Yellow,Bath,Basketball Blue,Classic,Skull Eye,Captain Hat
6384,5,7153,30.64,https://magiceden.io/item-details/2J3sEeVmwUktNiKBH2sdQ8dRn7dM1sMfREG12sRERMGQ,,Biege Dotted,Yellow,White,,Classic,,Caesar
6391,5.5,5770,32.77,https://magiceden.io/item-details/D1rUHP252H2EHQnGTbabumWuC9Fi3VU2vgKzpD836oFA,,Biege Dotted,Yellow,Goth,Vercetti Shirt,Classic,,Top Hat
6397,3.2,1935,75.53,https://magiceden.io/item-details/Hn7A5EH4Cw8s8e8nbAyy5GSL8UMHW9LVPVaYYAVD7UeX,,Chess Classic,Yellow,White,Safari Lover,Metaduck,Eye Band,Mia Blue
6402,15,283,0,https://magiceden.io/item-details/7EV71EvgWAwQNVsz2rPEcMaKREtiX8s5w82si5kwTcP5,,Framed Strains,Zombie,Zombie,Oasis Tee,Strab,Red Makeup,MEOW!
6405,16,141,0,https://magiceden.io/item-details/HQ7LR6pCkX9qnZib8SnDhc2tuDWoP5XJiPg383JmPAcV,Joint,Quackgram Lines,Acid Ranger,Acid Ranger,Wild Lover Suit,Metaduck,,Ballas Bandana
6448,10000,4064,0,https://magiceden.io/item-details/GkNc1UMxJ4W3rK3kb9z1fyccStxNULFUXnNDQZ4oN9gt,,Red Dots,Yellow,Bath,,Robo Magenta,Plastic Bag,
6463,2.85,5801,59.11,https://magiceden.io/item-details/9SM9MSqeB8s7kAYTR1JAmotCbdYbtdXQGRp65opDsXc6,,Biege Dotted,Yellow,Bath,Vercetti Shirt,Classic,,Sambrero
6507,2.3,5822,64.5,https://magiceden.io/item-details/BSvsXvazu3tETat2oJpxLJvtsik5DJtCq4FS6ztVDRsV,,Waves Purple,Yellow,Metaduck,Wang GOFL Tee,Classic,,Strong Beak
6519,9,4841,2.55,https://solanart.io/nft/3U3xZngwSNF3MfoW3AyN2mXw1BATEruphFQ2U4d6SRzk,,Chess Classic,Yellow,Goth,Basketball Duckstars Black,Classic,,Ginger Hair
6534,14,532,0,https://solanart.io/nft/H5Ct1xKjuoX6QZbMTsCSB9WfACogsqCBPE1XXby3p7e7,,Rays Yellow,Zombie,Zombie,Wild Lover Suit,Void,Plastic Bag,
6536,5,5192,40.74,https://magiceden.io/item-details/C3yLN7SdnP4dUotrnDhX6TW53ZzL8uh3omybqzgFPSq6,,Biege Dotted,Goth,Hunt,Outlaw Quacker Jacket,Classic,,Top Hat
6546,8.9,5214,1.63,https://magiceden.io/item-details/GQsFugyXvtAUyce2gGG2yRz3SCixEaNWXuuE4PgTr1Ns,,Quackgram Lines,Yellow,Goth,Kill Duck Tracksuit,Classic,,Octo Hat
6578,15,1251,0,https://magiceden.io/item-details/GHoBp3sEhiu2JvZtfBDUh5sw9hMw9Rjpq8LRosD5JTVG,Cigarette,Dark Drips,Goth,White,Moto,Otherside Yellow,,Black Horns
6588,3.2,3608,66.91,https://magiceden.io/item-details/6qxh4fvkH6eBUEAZ6UogVM41xBvyikSBN7wf4TxeRUEs,,Rays Orange,Yellow,Bath,Lizard Wizard Tee,Otherside Green,Round Glasses,
6622,3,6826,52.32,https://solanart.io/nft/FWa3QA5uYDkMw6whQRv3tcuKkzYwqZNdFnSjiceN6Yvk,,Rays Orange,Yellow,Bath,Kill Duck Tracksuit,Classic,,Black Bandana
6630,4.5,2686,58.66,https://magiceden.io/item-details/9FYRSUthQhFKQuxPAr6ruQHkRSdycRie92LKxK85Frdj,,Blue Lines,Devil,Devil,Leather Jacket,Classic,Gordon's Glasses,Killer Style
6637,13,3715,0,https://magiceden.io/item-details/Hx6kMkU7FY2ZyKMprzFE4mZTz4P8o7WUzqnbpoaPWrS2,,Ducktrix,Yellow,Hunt,Duckcraft Tentacles,Classic,,Diamonds Poker Hat
6640,3.5,3395,65,https://magiceden.io/item-details/DwkSmegA3yZy4mJ6xSgJii3kHpzsRb46MiFHYUA2XN8H,,Rays Pink,Yellow,White,Vice Suit,Classic,3D Glasses,Mia Blue
6649,3.5,6195,50.58,https://magiceden.io/item-details/G9FrU29bp6z816PguzEJSMLhRmbosSzKCVQF9unR9irj,,Quackgram Lines,Yellow,Goth,Total Black,Classic,,Pirate Captain Jack Duck
6662,12,3320,0,https://magiceden.io/item-details/4tXVzDpJBysZ8Kss48z4azDh3MQCpkXqZKPVaHLfKYv1,,Dark Drips,Goth,Metaduck,Pepe Tee,Classic,Solana Explorer,
6677,16.99,116,0,https://magiceden.io/item-details/AaTnH9BUkoK55XxSu8NcusfpUphtkgDoYcLhzE5J3e73,,Quackgram Lines,Gold,Gold,Tank Black,Hypno Red,,Red Horns
6682,6,1380,50.39,https://solanart.io/nft/2hW2VmXbYAeBfXvVo5Xiax9tJaTQZRT5hdbcCTyo5ZMN,,Rays Dark,Devil,White,Experience Tee,Otherside Green,Blue Makeup,Party Hat
6683,34.799999,6506,0,https://solanart.io/nft/yeekcDneGM294Ke7SHZPam7QCUz44ipRcJgmy5XZttq,,Rays Dark,Yellow,Metaduck,Rancher Shirt,Classic,,Captain Duck Price Hat
6717,2.65,5097,64.73,https://magiceden.io/item-details/7T1LkBuo7hbB9SJDtz26VhnYkapguSDBVZsqJmNxEeyd,,Biege Dotted,Yellow,Bath,,Otherside Yellow,Red Makeup,
6730,4,7476,38.97,https://magiceden.io/item-details/96CwJKjqMmQXg9gEAnAHtgH18ou5W4uw6DBqDRmiUDb4,,Rays Orange,Yellow,Hunt,,Classic,,Goldern Horns
6735,70,3310,0,https://magiceden.io/item-details/4Jch6ARyBiXuWfQH6SgbyjT9U4yRK7PJnEP8yrdNvi5w,,Biege Dotted,Yellow,White,Vest Biker,Void,Hockey Black,
6749,3.99,5474,49.39,https://magiceden.io/item-details/3haiMAvJJjzRQ7ufG4zvrWJkH3csxrVwFh2xUMpCAzRM,,Waves Purple,Yellow,White,Squid Game,Classic,,Caesar
6753,3,5075,61.35,https://magiceden.io/item-details/G51dLqaJkryVaCSiZSMwLbq7rG26RVZa3QaDxgBhZJ5,,Ducktrix,Yellow,Hunt,Vest Biker,Classic,,Arrow
6763,5.5,266,61.13,https://magiceden.io/item-details/78DK5w82roDjphCXgkDV3xKDDm7F61aw3dwvkfDrzyYi,Spiked Choker,Chess Classic,Goth,Hunt,Tank Black,Void,Band Hero Purple,Black Bandana
6797,3.5,6732,47.81,https://magiceden.io/item-details/HceWyUizCt6QGmKEMQ8XLVH7gA2SHhGQzt3uHHQES24j,,Red Dots,Yellow,White,Vest Jeans,Classic,,Goldern Horns
6814,2.99,5375,59.9,https://magiceden.io/item-details/9jXSvFDewrWhixnKQraKCcdvtaygzDyRYzQzCwontcVQ,,Rays Dark,Goth,Bath,Tank Black,Classic,,Donald Duck
6817,6.4,159,52.68,https://magiceden.io/item-details/G6MbKDDEh1eU2Q3vxb7SnyEoyScA9YEfkuDm562hLBfn,Royal Cigar,Rays Yellow,Devil,White,Wild Lover Suit,Void,Wayfarer Glasses,Captain Duck Price Hat
6824,4.3,769,70.54,https://magiceden.io/item-details/41rkLn2r35jWkWFhxJwYsfQHY7ivFz3Wjq3yTciUDAca,,Dark Drips,Goth,Hunt,Wild Lover Shirt,Robo Blue,Band Hero Purple,Arrow
6829,5.99,1111,51.87,https://magiceden.io/item-details/34XVHpwx6kjTC2q443kKHgnFFrzKasyFyutTdExax2x7,,Rays Orange,Goth,Goth,Tank BAYC,Robo Magenta,Round Glasses,Captain Duck Price Hat
6836,12,1910,0,https://magiceden.io/item-details/F8JBjAYeikkKBGNwA8Qm64WLR6XzwQyu5zUjGw6Q2rx9,,Ducktrix,Goth,Devil,Wang GOFL Tee,Classic,Glitch Digital Mask,Viking Helmet
6850,100,2301,0,https://solanart.io/nft/7vfhdx9G9i5TH9UZ1TDTWtqNUHyDpu1aKrt6ZHN8xqzz,,Dark Drips,Devil,Metaduck,Pepe Tee,Stoned,Hockey Rage,
6857,5.79,938,54.77,https://magiceden.io/item-details/Hn2TBv6k4cJXpacJBPtGhpBT9nF7cWaL7UUd2SispQsy,,Waves Purple,Acid Ranger,Acid Ranger,,Strab,Hockey Black,
6860,9.99,7622,0,https://solanart.io/nft/FB5zaXSfqpKbDdymSgDLkyP3XM9Ai1W1bVNp2UNZVS5f,,Rays Orange,Yellow,White,,Classic,,Party Hat
6867,10.99,3517,0,https://magiceden.io/item-details/CqVMbFosESzkcMYm19WYtfhnAp8DhWVyTuYrUVitUAoa,,Framed Strains,Yellow,Goth,D.O. Double G Tee,Otherside Yellow,MF Quack,
6871,7.9,7323,0.76,https://magiceden.io/item-details/Gy11Wmf1ZE1FSJnvCQN6dz5a88ENTTxhix9SsztiwDN2,,Framed Strains,Yellow,Bath,,Classic,,Diamonds Poker Hat
6930,6930,6272,0,https://magiceden.io/item-details/EFugNXnv1MXmnB3HY3VZ9DKSogQHCYdwevGjCYq37KML,,Waves Orange,Yellow,Metaduck,Vest Biker,Classic,,Black Horns
6937,5,7351,29.62,https://magiceden.io/item-details/D9H5oBcPyL9wSTvisGGLeT8KdRHT7hGqsdudgD5ZwcML,,Rays Yellow,Yellow,Bath,,Classic,,Donald Duck
6945,8,6209,5.5,https://magiceden.io/item-details/CWRiptPo7yveKjAaRoqXc5zRtkR1X9svuwjYW4BmS9z6,,Rays Orange,Goth,White,IDDQD Tee,Classic,,MEOW!
6956,5,6352,34.77,https://solanart.io/nft/4Z7F4tpUQA7biGGxopbyCCshh9kSJUY6oqwNfWNzUMrD,,Waves Purple,Yellow,White,Vest Biker,Classic,,Strong Beak
6962,6.69,3144,34.4,https://magiceden.io/item-details/4vDvBjkVRQEh8zrTD1QbihCBS1DpbrBfkBEGjvZo4dBg,,Rays Pink,Yellow,White,Billie Quack Armstrong,Classic,Skull Eye,Winter Hat
6972,2.8,3531,71.3,https://magiceden.io/item-details/6fK8p5Yc5EgXu1evoDFftViLqU2XjSRT2fF6bQdbv4No,,Waves Purple,Yellow,Bath,Raspberry 90s,Classic,Bruce Lee Glasses,Party Hat
6991,6,943,52.64,https://magiceden.io/item-details/FWD68bjLZFDzJJnhKsqK9UtF2acHumRCcHKSDzvSUkNY,,Dark Drips,Goth,Metaduck,Coverall,Hypno Red,3D Glasses,Mia Black
