id,price,moonRank,💎 score (%),storeURL,Background,Body,Clothing,Eyes,Glasses,Hair Hole,Hat,Helmet,Mouth,Ski Mask
Catalina Whale 3436,16,4196,30.5,https://magiceden.io/item-details/5fdeJ9rNap25xZyjtivAWH8z1cqMWhFcnGBg8Ws82vHX,Beluga,Ape,White T,Squinting Eyes,,None,,,No Teeth,
Catalina Whale 4123,16,3159,37.99,https://magiceden.io/item-details/2crP32oSV6z57g7vSfUAVfW1BcdkrG9MbVBxWBgetzXY,Fossil,Humpack,Grey Hoodie,Eyes,,,Whalegol Red,,Stogie,
Catalina Whale 5317,16.22,722,53.39,https://magiceden.io/item-details/5fUehuGgPpP4og3gv93YxbiNfqSr9PpmZ7PJ4oniNAZJ,Cactus,Solar Flare,Puffer,,Rimless,,Whalegol,,Hook,
Catalina Whale 4327,16.25,1342,48.61,https://magiceden.io/item-details/CAS6RprvaPtwjjKt2EEGbCvC12F91eNJuU6t9vteE6gk,Analog,Humpack,Stadium,,Burner,,Beanie Orange,,Vape,
Catalina Whale 1049,16.42,3204,33.47,https://magiceden.io/item-details/HzWTnFpHbUzA7zJ6zQ2zAsovdnsJFv21HYCQoYyxHcgC,Geo,Aqua,White Tank,,Love,,None,,Joint,
Catalina Whale 4172,16.49,2719,36.27,https://magiceden.io/item-details/BqM4MK7iRCaByzD2DrAXSeYb1xNordSYuF7weWjE9K2F,Sand,Orca,Poncho,,Coco,,XL Orange Beanie,,Joint,
Catalina Whale 3251,16.5,2046,41.03,https://magiceden.io/item-details/5fu8kfkBmKp272wGDrXZ6gNrLgE4ZEvpz32LQpxTCDfU,Bait,Orca,Grey Hoodie,,Black Spectacles,,None,,Cigarette,
Catalina Whale 3463,16.5,1988,41.45,https://magiceden.io/item-details/GCL6K9Ue8S1yNxjU8MvnKT1hiqY18ZJtRDbtVriz4RTx,Hemisphere,Humpack,Bullet Proof,,Black Spectacles,Smoke Rings,,,Rainbow,
Catalina Whale 5168,16.5,4189,25.55,https://magiceden.io/item-details/7y4MmyyjhWAP62feFSTL1uPo8pYib8pyP9VbmcWZVeht,Beluga,Humpack,Fly Guy,Heterochromia,,,None,,Cigarette,
Catalina Whale 1844,16.69,2212,37.93,https://magiceden.io/item-details/DLSUNxjw6Phur1Rfo6BdJfwSkcpmyqiUf5PbXdutVoD2,Sand,Gold,Flannel,Lizard Eyes,,,None,,No Teeth,
Catalina Whale 5134,16.75,2882,32.49,https://magiceden.io/item-details/DJh4e7kEqJbUpL631f3mSM7yH2QWXHrkExqjegxABri,Cactus,Aqua,Aloha Red,,Tortoise,None,,,Vape,
Catalina Whale 4961,16.8,4931,17.2,https://magiceden.io/item-details/9ji7WtLPHFXbmzrfHcggvFZCNz6CcGqiW2CKH3c8m2rQ,Hemisphere,Grey,Lumberjack,,Coco,None,,,Rainbow,
Catalina Whale 5161,16.88,791,46.29,https://magiceden.io/item-details/HvKFRm6Xq9bY4GL4WGWFNRmrV2ZjH4ZC9fYbQCNgB3Dc,Hemisphere,Gold,Wagwan,Eye Patch,,,XL Orange Beanie,,No Teeth,
Catalina Whale 4525,16.9,2244,35.6,https://magiceden.io/item-details/4ErB6Cpww1ukkjf5Rsm5RhbcTPrP8cezVP8iP3hLedye,Inertia,Aqua,Bullet Proof,,Coco,Gold Halo,,,Vape,
Catalina Whale 2034,16.99,1208,42.18,https://magiceden.io/item-details/ESxPhnWsbHzGa2ovvW96e988KdfPSCY3mJYQDUfzmJ7T,Hemisphere,Cosmic,Desert Storm,KO,,,Beanie Orange,,Pouty Face,
Catalina Whale 3512,17,3326,26.79,https://magiceden.io/item-details/6rYBuBDBg1HFXRQVHoF6jwTtNpNbVuX3f7YwgmQFRNn8,Fossil,Humpack,Frenchie,,Burner,,None,,No Teeth,
Catalina Whale 1207,17,2899,29.87,https://magiceden.io/item-details/8M3jsyo9q72yu4SVWLgwgMR7PZHz9U49sRUta9YhjXGm,Hoffman,Solar Flare,Black T,Eyes,,None,,,Pouty Face,
Catalina Whale 2763,17,997,43.6,https://magiceden.io/item-details/CUS9eovNbNrr8WddHPHUzSCv4oitPTTEsfa2raBnrRpf,Hemisphere,Ape,Whale Father,Squinting Eyes,,,Beanie,,Frowny,
Catalina Whale 4955,17,2847,30.24,https://magiceden.io/item-details/5eDh8812TnW6zQQ8qzQ4SYRbtDkoRTh1vafmfEsYMjNn,Beluga,Humpack,Flannel,Heterochromia,,,,Mooning,No Teeth,
Catalina Whale 4976,17,3145,28.09,https://magiceden.io/item-details/FWAuKCzPKXGqFkA6J6Ft7e2uR1eN3hhMPxisSC6VYoJP,Fossil,Aqua,American Psycho,,3D,,Black Bucket,,Cigarette,
Catalina Whale 3309,17,1648,38.9,https://magiceden.io/item-details/EiKMTkbUVJXyjmmQWyeBGTRpKJngEJkidtHANnWWwrLj,Beluga,Zebra,Peacoat,,Rimless,,Fear and Loathing,,Smile,
Catalina Whale 335,17,4513,18.22,https://magiceden.io/item-details/H5WRHYvvjM9S8pxUa1yHGVU5zunscGP2jtL3U6H1ue6G,Geo,Aqua,SLC Punk,,Black Spectacles,None,,,Joint,
Catalina Whale 1072,17,5195,13.29,https://magiceden.io/item-details/D8G91PCHC3kK5NSymGkGCvmYzCkZLvSSFEie83QEBJJ9,Hemisphere,Orca,Camo,,Grandpa,None,,,No Teeth,
Catalina Whale 3759,17,1346,41.08,https://magiceden.io/item-details/7a85w4n8me8XAa4ihyx9XttWi6K6AV3P8PY813JH1q5w,Fossil,Solar Flare,Aloha Red,Lizard Eyes,,Punk,,,Smile,
Catalina Whale 3764,17,3939,22.36,https://magiceden.io/item-details/CGXvi4HSoTE5frYnQ8ohsoe3rzxdNFXFzbmh3eboexkJ,Cactus,Grey,Aloha Purple,Heterochromia,,None,,,Hook,
Catalina Whale 2519,17,4316,19.64,https://magiceden.io/item-details/8MHyaRwzh6kyjpu9K3GYE5zPiXmKxGQ12ipZRgWCQwtb,Sand,Grey,Lowrider,,3D,,None,,No Teeth,
Catalina Whale 5431,17,5470,11.31,https://magiceden.io/item-details/vmUY86jmSYNV6z5RwM59YmitS6mt9HEknN2XJ7wqNac,Beluga,Grey,Peacoat,Eyes,,None,,,Grin,
Catalina Whale 3035,17,2897,29.88,https://magiceden.io/item-details/GBc3KvvSaKJ5YvM4HBSEmcQiwxApG5Hc4uh2jyR7unGb,Hemisphere,Solar Flare,Save The Whales Blue,Eyes,,,Fear and Loathing,,Vape,
Catalina Whale 3328,17,3971,22.13,https://magiceden.io/item-details/Bu66fJm6eDfaVqtLgQtzqzf7MiizGxPAyYPMV6rFc3yv,Fossil,Aqua,Black T,Eyes,,Gold Halo,,,Blunt,
Catalina Whale 3082,17.1,3376,25.42,https://magiceden.io/item-details/oXv9trmZUn15UpvT3Mo3YMeq7RMvMdfbAkKS1X7hKiF,Hemisphere,Zombie,Big Smoke,Eyes,,None,,,Smile,
Catalina Whale 5491,17.1,1994,35.4,https://magiceden.io/item-details/9G3jD7UZG9eB75nPM7CixoJfnTEnSw1iPXL1VHE3jdWU,Inertia,Ape,Save The Whales Red,Eyes,,Rainbow,,,Stogie,
Catalina Whale 3059,17.17,2410,31.7,https://magiceden.io/item-details/E2SyUB1pm3igs4LhNbiU4GRR8vtTj911gxSa6y8bNBrK,Cactus,Zombie,Flannel,Eyes,,None,,,Smile,
Catalina Whale 2922,17.18,3647,22.67,https://magiceden.io/item-details/AHEYg36BqQBxGiHFmR3PKjUjsSq4GbDDpRxAWRM4HNiE,Geo,Orca,Black Hoodie,,Rimless,Smoke Rings,,,Grin,
Catalina Whale 4486,17.3,3660,21.37,https://magiceden.io/item-details/7oib2dUebzv1DRjuV7UczLZQMbUj74rHhzdUR6AopYYY,Sand,Orca,Lumberjack,Eyes,,,Whalegol,,Cigarette,
Catalina Whale 5021,17.42069,1076,38.82,https://magiceden.io/item-details/EBiHw8n1yMX4fqXktVjMrCRC9PiTU9nP4vDtbZmrZRpu,Fossil,Grey,Whale Ferrel,,Grandpa,,Whalegol,,Cigarette,
Catalina Whale 4314,17.5,3717,18.96,https://magiceden.io/item-details/7f5w2o4dc82oxXkW2JbucNoGb13AQRBwpcNhnwYuAcrm,Inertia,Grey,Black Hoodie,Stoned Sadboy,,,None,,Stogie,
Catalina Whale 2672,17.5,622,41.31,https://magiceden.io/item-details/AZGqgFD38VMKQro8CJDskTXfk9uAKWp8E6qb78cnBsYd,Hemisphere,Zebra,Peacoat,,Nevermind,,Woodstock Red,,Blunt,
Catalina Whale 5408,17.5,4292,14.81,https://magiceden.io/item-details/Edhru7PDQsF2qJihUxGJ18wBLcyXBrga4BEYRv7WwM5D,Hemisphere,Humpack,Classic Hoodie,Heterochromia,,None,,,Lunch,
Catalina Whale 5391,17.5,5437,6.54,https://magiceden.io/item-details/AArQoC5dgPSWcs7NmqSz5Rnm7iCFyuPV7VSahVUPMwJN,Beluga,Aqua,Lumberjack,,Coco,None,,,Cigarette,
Catalina Whale 163,17.5,4739,11.58,https://magiceden.io/item-details/6PnGF1TCrrty1yFqe6BG6FzJkAKAYzeys3sixV7KgLcC,Inertia,Humpack,Lumberjack,,Morpheus,None,,,Grin,
Catalina Whale 2798,17.5,2074,30.83,https://magiceden.io/item-details/A9NWosoV1e2y2TyFNZcjpzf7RjRM2jAGkRUidwap7L3f,Inertia,Aqua,Flannel,,Love,,Beanie Orange,,WAGMI Beach,
Catalina Whale 1439,17.5,5091,9.04,https://magiceden.io/item-details/FtSg44iw9kTinhWjhnezBccmcatV9yhCjbWv5sCQTDXy,Sand,Humpack,Black T,Bloodshot,,None,,,Smile,
Catalina Whale 3203,17.77,905,36.57,https://magiceden.io/item-details/5qzSfPtMmch9NU7NZQ9KxZ519QiVJbeNxEGPZnStx7aA,Inertia,Grey,La Pulga Kit,KO,,SOL Halo,,,Blunt,
Catalina Whale 3046,17.77,3653,16.72,https://magiceden.io/item-details/5DrtiEsBvtT6VaxhPshsyBe8NxShoneYUbADduWDjrZ4,Beluga,Solar Flare,Toga,Hypnosis,,None,,,Super Frown,
Catalina Whale 1451,17.8,5203,5.23,https://magiceden.io/item-details/6EcHLVTUHJJWkhRK4db9pCGpYVco1kUKqcogozTczgB7,Fossil,Aqua,Aloha Purple,Bloodshot,,None,,,Cigarette,
Catalina Whale 3912,17.88,1363,32.16,https://magiceden.io/item-details/8VzHwbWwgE7b5vJ2j6uuLmvqfvyRJmxpHPUKdbXzjzoz,Beluga,Aqua,Black T,,Morpheus,,Woodstock Orange,,Pouty Face,
Catalina Whale 4044,17.99,478,37.45,https://magiceden.io/item-details/4GQhVcYLb5nv4jAYZEtuv2rUP4N6egC7ZmcCfj8ujwbQ,Analog,Gold,Tyler Durden,Eyes,,,Woodstock,,Frowny,
Catalina Whale 2985,17.99,1966,26.71,https://magiceden.io/item-details/B3TTanet56Y9HPKjMwzF5pmQHqUTk5229C9m7kkrgpSo,Sand,Orca,Aloha Red,Lizard Eyes,,,Black Bucket,,Grin,
Catalina Whale 3744,18,2856,20.18,https://magiceden.io/item-details/EkCeNPomv4B6iEFQteHjQUVMWeLKdJUxpAwiHMNqv5mk,Hemisphere,Grey,White Tank,,Vipers,,None,,Hook,
Catalina Whale 400,18,913,34.21,https://magiceden.io/item-details/5C1cswsDrgEZJFH7NzoTxqags4bsYSFMqRFU1Vmz2oyx,Geo,Zebra,Flannel,,Black Spectacles,,Paperboy Hat,,Vape,
Catalina Whale 5247,18,912,34.22,https://magiceden.io/item-details/9hzeDEYSSN9YjXKcXWMaebJ9aRUmUNRYDE3EhEqit5e5,Inertia,Humpack,Camo,Third Eye,,Gold Halo,,,Rainbow,
Catalina Whale 3098,18,3328,16.77,https://magiceden.io/item-details/6GuaYZMBTy6gGEVdynZyqJrXjzYhKw8S1HuqdeeYw9gD,Beluga,Grey,Camo,Eyes,,,,Mooning,Grin,
Catalina Whale 3804,18,1450,30.33,https://magiceden.io/item-details/7wisD6Zf3p7XnDW8k4XvRYZuUsn6k5FVph314fdwYj8y,Analog,Cosmic,Peacoat,,Coco,None,,,WAGMI Beach,
Catalina Whale 1165,18,3889,12.72,https://magiceden.io/item-details/2U4kxEPzuRUGyXM97RZ73NqpqWu8gk2de3dKD6w7RcaT,Hemisphere,Orca,Country Club,,Rimless,None,,,Gold Tooth,
Catalina Whale 4433,18,3486,15.63,https://magiceden.io/item-details/4mZCzKR7YTEeAzG2vfJPVF5zyCEX7FRMQqGdL3aBWGG4,Inertia,Solar Flare,Save The Whales Blue,,Burner,None,,,Super Frown,
Catalina Whale 124,18,1172,32.34,https://magiceden.io/item-details/rbcSEvuxm1tqpTrGHq7UHVeB8r1d7XiaCJByoVvH7Kh,Cactus,Gold,Searsucker,,3D,,None,,Cigarette,
Catalina Whale 4014,18,3656,14.4,https://magiceden.io/item-details/4NubEk7LRo1zLVc8hDxc6NtpsGcKUpD87JoWhFCQACCt,Beluga,Gold,Desert Storm,Squinting Eyes,,,None,,Cigarette,
Catalina Whale 520,18,4761,6.42,https://magiceden.io/item-details/9ZcZzMx42af3yGzyXyDr8BxYJwpmtmbBW26q91eRUPYW,Analog,Orca,Velour Black,Heterochromia,,None,,,Stogie,
Catalina Whale 3790,18,5276,2.71,https://magiceden.io/item-details/BnfJ9UrNFDMDHP911ayKa8JZXQgh87RaYM85ZHtkSLCV,Beluga,Humpack,Black T,Raver,,None,,,Grin,
Catalina Whale 3285,18,2536,22.49,https://magiceden.io/item-details/3TxvRyXUrqY1uhzJ9YJCusvwuVo34FVAkXnUjrQHr2fP,Beluga,Orca,White T,Bloodshot,,,XL Beanie,,Smile,
Catalina Whale 4238,18,4747,6.53,https://magiceden.io/item-details/D5aQuZhxyG79WEZi5HwnJtLsBHTsd2dufE5t5oD3LKGZ,Beluga,Humpack,Lumberjack,Eyes,,Punk,,,Grin,
Catalina Whale 1628,18.42,3378,12.21,https://magiceden.io/item-details/Dc4kp12E8NTVwA2p7wtRq99yeq3BwQtxEy8FXbh4J8CQ,Beluga,Grey,Chokehold,,Love,,None,,Joint,
Catalina Whale 1925,18.42069,2566,18.07,https://magiceden.io/item-details/8G4o8jSNAFfc3FWDiZ5TPZxvFPgGqVibHpftgwB5xfVm,Hemisphere,Aqua,Sailor,,Coco,,XL Beanie,,Joint,
Catalina Whale 3320,18.45,4360,4.82,https://magiceden.io/item-details/6oGGL3inmjTNBWySfWG2YYKwXjTyK7wLojtQamBSfzYJ,Sand,Orca,Sailor,Sadboy,,None,,,Stogie,
Catalina Whale 3587,18.5,4093,6.25,https://magiceden.io/item-details/3swVNYSuAdpqxG67xsooEmDPYh7JnpBmTEKx8AMmk1BT,Analog,Zebra,Peacoat,,3D,None,,,No Teeth,
Catalina Whale 3081,18.5,3534,10.28,https://magiceden.io/item-details/Ds5nAvrpfRVqoGYbnUXANspVezBnGeVtiS95SwZT1gN9,Beluga,Aqua,Frenchie,Eye Patch,,None,,,Grin,
Catalina Whale 1045,18.5,970,28.8,https://magiceden.io/item-details/53zwQYXs5Vf65RGpUuVj9wgVUsWMut5ywZrRBvAMe3xX,Analog,Grey,Grey Hoodie,,Vipers,,Woodstock,,Gold Grill,
Catalina Whale 2418,18.5,2358,18.77,https://magiceden.io/item-details/HtLw5WEYQhbujryCQ6zUsLRyVsHf5VLqsJirizWBb5D3,Inertia,Orca,American Psycho,,Coco,,Woodstock Red,,Cigarette,
Catalina Whale 168,18.5,1819,22.67,https://magiceden.io/item-details/2NoWh822eKv4PNTaJB1VU23ucvzD7wxbAidnH2Pzte6d,Inertia,Grey,Big Smoke,,Black Sunnies,,XL Blue Beanie,,Gold Grill,
Catalina Whale 3299,18.5,2477,17.92,https://magiceden.io/item-details/8q2mRttAEZCMzyxgEEFUqKkUWcQ2suTGJnQzWXRxfkPt,Analog,Aqua,Black Hoodie,Raver,,,Paperboy Hat,,Stogie,
Catalina Whale 102,18.5,3877,7.81,https://magiceden.io/item-details/A5NNEQBEc9Lw4c3JowRokes9LyPDusHLmckfZ9kS5UVv,Fossil,Grey,Desert Storm,Zombie,,None,,,Gold Lip Ring,
Catalina Whale 875,18.5,2931,14.64,https://magiceden.io/item-details/hCfvcJsTb8Yng93dV4pWtpBchFQjVmASufuEH6nmdRp,Inertia,Humpack,Aloha Red,,3D,,None,,Rainbow,
Catalina Whale 4432,18.85,744,26.93,https://magiceden.io/item-details/5awHkmmeRVF8gtz4gzPZmM9vTEJBZ3xpzEhhsXS7CJco,Analog,Grey,Chokehold,Lizard Eyes,,,Whalegol Red,,No Teeth,
Catalina Whale 2438,18.88,5513,0,https://magiceden.io/item-details/4y4aTSbSrCF8rGNL5kk7PUxqy3d4p2meAsJnq5JgyZEN,Inertia,Grey,Black T,,Love,None,,,No Teeth,
Catalina Whale 4896,18.88,4633,0,https://magiceden.io/item-details/CWDkH7fFANKDCWh5McQVX4Uq3GNSVGZatVPxhtxnK5Fv,Fossil,Grey,Fly Guy,Eyes,,,None,,Cigarette,
Catalina Whale 5170,18.888,1202,23.24,https://magiceden.io/item-details/DXucmi9dCyW7ta2U5QrAsoKBtiReVMv8HVHyQPkJjV12,Beluga,Humpack,Golf,,Tortoise,,Beanie,,Gold Lip Ring,
Catalina Whale 854,18.8888,2807,11.64,https://magiceden.io/item-details/DMuGSyCcBfqjbAo3MAqZXbDoJQ78SAwXQ2ovtzYu4e8o,Sand,Aqua,Camo,,Black Sunnies,Smoke Rings,,,Vape,
Catalina Whale 1867,18.9,1264,22.67,https://magiceden.io/item-details/5W2n9hmfoC64JJQsP8S2UqEWomdAkiSGmdGJkVsCcXRX,Beluga,Aqua,Desert Storm,Lizard Eyes,,Laser,,,WAGMI Beach,
Catalina Whale 3354,18.99,2194,15.06,https://magiceden.io/item-details/HH6Vs4VwcvUvDd7zPmYvntNaefQz5qH2kCH7DGHArP6x,Sand,Solar Flare,White Tank,Eyes,,Gold Halo,,,Grin,
Catalina Whale 3028,19,2355,13.8,https://magiceden.io/item-details/BaAbNZwcCX1jCEd2UXpHzPhcj9sJMu21caWbBnpkxCDw,Sand,Zombie,Black T,Eyes,,,None,,Vape,
Catalina Whale 480,19,286,28.74,https://magiceden.io/item-details/2R8WjBRnGy4qRMvkcX5uuo8CHtT47gvJC8RCKYtoZHR7,Hemisphere,Zebra,Save The Whales Blue,,Tortoise,Smoke Rings,,,Tongue,
Catalina Whale 3443,19,948,23.96,https://magiceden.io/item-details/CXMBs5QBGERqvHQNWd3kqgM9oiCCPuAre6cnQHaDK9Ed,Bait,Zebra,Camo,Hypnosis,,None,,,Super Frown,
Catalina Whale 4851,19,2087,15.73,https://magiceden.io/item-details/5YmqgBsmFzg7mrYbpFJUcgwfUeJo91raV3E3VX7rxztM,Hemisphere,Grey,Frenchie,,VR,,Beanie Orange,,Joint,
Catalina Whale 2306,19,873,24.5,https://magiceden.io/item-details/5ktJf4yuU38v6oDwXLawj2D8WLarvg5FGZUWGRJEFJ35,Sand,Orca,Dale The Whale,KO,,SOL Punk,,,Cigarette,
Catalina Whale 2526,19,1823,17.64,https://magiceden.io/item-details/69ZRjYaDgHTkPRoGMvKcVHvWde3cE6GXuKXvwxEHBwL5,Hemisphere,Humpack,American Psycho,,Black Sunnies,,XL Beanie,,Super Frown,
Catalina Whale 1950,19,2254,14.53,https://magiceden.io/item-details/45hQ2sjd2bQwHMJSwRPPyp3EFg4eRNXqtD6jwkxy95J4,Inertia,Cosmic,Save The Whales Red,Eyes,,,XL Blue Beanie,,Cigarette,
Catalina Whale 421,19,954,23.91,https://magiceden.io/item-details/FxMxtQi1KtDXbuYR9xV1nFXeDjixHiMvXPwHom2uAXpp,Cactus,Gold,Big Smoke,,3D,,Paperboy Hat,,No Teeth,
Catalina Whale 2463,19,4273,0,https://magiceden.io/item-details/FGNRFxmGQDZEdhRGdzy2zSadchQ9KAmwJ4RXF1nEjznG,Analog,Grey,Classic Hoodie,,Nevermind,None,,,Blunt,
Catalina Whale 2754,19,4114,1.1,https://magiceden.io/item-details/2TBXfcswM7wBj3MsdjDaWWwrWzHG8ZGgWUu3RMDg4XaQ,Inertia,Grey,Classic Hoodie,,Clear Sunnies,,Black Bucket,,No Teeth,
Catalina Whale 4500,19,5096,0,https://magiceden.io/item-details/BWYPZgjbaRLCy5XkXemhFvpfP1mBgDWzU1DbcBBeUob3,Fossil,Aqua,Desert Storm,Raver,,None,,,Smile,
Catalina Whale 4911,19.1,666,24.99,https://magiceden.io/item-details/BWf2W1QEArbttgej4hAZUyW3YVkQKUwmufgAYPgewgoU,Inertia,Solar Flare,Whale Ferrel,,VR,Smoke Rings,,,Rainbow,
Catalina Whale 1124,19.12,4084,0.11,https://magiceden.io/item-details/Hs7d6k39M6U2sHB9hVkmfHufHnhV2oZePkcf4QDR4X5e,Fossil,Orca,Grey Hoodie,KO,,,Beanie,,Grin,
Catalina Whale 3926,19.12,3549,3.98,https://magiceden.io/item-details/5CqHXb6D9TmYdGSkcQXbNFAZtS8bR7jQNEesQwVbBBJ2,Geo,Grey,Black T,,Gold Spectacles,Rainbow,,,No Teeth,
Catalina Whale 1616,19.35,5346,0,https://magiceden.io/item-details/AUUQTN5Cz9ij45ZcfFzneGQWch4eqcNdWj6oXewYmk9d,Fossil,Aqua,Classic Hoodie,Bloodshot,,None,,,Vape,
Catalina Whale 4356,19.4,3414,2.15,https://magiceden.io/item-details/D56UxVkzyHTZoCh1rCpdYA398mhGA5gE1rN1XVXNJeTF,Inertia,Alien,Fly Guy,KO,,None,,,No Teeth,
Catalina Whale 4937,19.4652,3344,2,https://magiceden.io/item-details/54GxbKv8KzpQmV3az1fZ8BctV7KC5LAobVUhvZ5GAf6Y,Inertia,Solar Flare,Golf,,3D,None,,,Pouty Face,
Catalina Whale 5209,19.49,3531,0.41,https://magiceden.io/item-details/Bia4FPp53h37ei7YdZLDgqrNsKkxADeCzqwxx85kmNkf,Cactus,Grey,Save The Whales Blue,,Rimless,None,,,Gold Grill,
Catalina Whale 3148,19.5,4464,0,https://magiceden.io/item-details/C89cBihE6E4KjAMSUS6syGCXzmSCjphYQDfYt6uKDF9o,Fossil,Humpack,Rasta,,Vipers,None,,,Grin,
Catalina Whale 3794,19.5,506,22.15,https://magiceden.io/item-details/BxgyyToty115dk97hiB4x17gmJ4ZMw4kTzQXMGxui8Dd,Fossil,Alien,Peacoat,,Black Sunnies,,Woodstock Purple,,Vape,
Catalina Whale 787,19.5,1014,18.48,https://magiceden.io/item-details/658zRkgZbE87HzunAfSWWB5QKj1rWCLQkHDYBoScFEVd,Fossil,Alien,Poncho,,Clear Sunnies,,None,,Vape,
Catalina Whale 4404,19.5,4501,0,https://magiceden.io/item-details/CLZCm2U3fHR1eXZhm9trtaKWLUwtnXAwzLrdRnyndxgv,Beluga,Solar Flare,Grey Hoodie,,Gold Spectacles,None,,,Pouty Face,
Catalina Whale 2524,19.65,3544,0,https://magiceden.io/item-details/7JvEshTeVcfi9k2fddgJf5877wwZTmdGSAJsVGnXrmUX,Inertia,Aqua,Whale Father,Sadboy,,,Beanie Orange,,Cigarette,
Catalina Whale 14,19.69,3037,1.97,https://magiceden.io/item-details/ABm6yDZECto8HChVVFJuHshhshqrM7bVfiKBW2EMKPa7,Inertia,Humpack,Chokehold,,Gold Spectacles,,Fear and Loathing,,No Teeth,
Catalina Whale 3239,19.69,2494,5.89,https://magiceden.io/item-details/EiXL54dLK9bYcJj53Vv4yt3fgHTdA8m9gQ3iq9JbhNUA,Analog,Aqua,Lumberjack,,Clear Sunnies,,Whalegol,,No Teeth,
Catalina Whale 3179,19.6969,1777,11,https://magiceden.io/item-details/4TRG1D2NyxPHTEvzacNyFb7C2XK3hzEJQC3u5PsmCDJ2,Inertia,Gold,Rasta,KO,,,Paperboy Hat,,No Teeth,
Catalina Whale 1785,19.7,1641,11.95,https://magiceden.io/item-details/FEypUfF8prfcm5UzAqR86yosLU3oxztS55LbzUk7FTXV,Hemisphere,Cosmic,Lumberjack,Squinting Eyes,,,XL Beanie,,Stogie,
Catalina Whale 1197,19.8,1354,13.02,https://magiceden.io/item-details/8fGv7At2MMZD86zQnaxs9vrrxN7WhnipFjAsg4ygvFSm,Inertia,Grey,The King Kit,,Coco,,Fear and Loathing,,Pouty Face,
Catalina Whale 1931,19.8,1732,10.29,https://magiceden.io/item-details/A2hcVT56iuT9sewxZFnA7EMoLcPXACRHgH1CPpRgb49D,Fossil,Solar Flare,Black Tank,Hypnosis,,Rainbow,,,Joint,
Catalina Whale 3555,19.8,3688,0,https://magiceden.io/item-details/611e5bxuHxcxzKbHfjLMfcvCm5pyPwVDvfmvphr8xKgg,Beluga,Orca,White Tank,,Black Spectacles,,Fear and Loathing,,No Teeth,
Catalina Whale 789,19.89,5093,0,https://magiceden.io/item-details/Btq3gcUVuaByBhJt5VotYN6KZPjKMWTByxgmxzyx45fn,Hemisphere,Aqua,Black T,,Black Spectacles,None,,,Pouty Face,
Catalina Whale 2663,19.9,884,15.42,https://magiceden.io/item-details/Cv4gQ77BovBBReEfhaQCo9GEAzysMtyc1ytqnXk7cyC9,Inertia,Orca,Toga,Squinting Eyes,,,,Mooning,Gold Grill,
Catalina Whale 4893,19.9,2808,1.53,https://magiceden.io/item-details/BQLfWyRhmpeNVBCeUP3KvL2n5LSXmKRgeS9e6DQ6Mxo9,Inertia,Grey,Grey Hoodie,Raver,,Gold Halo,,,Blunt,
Catalina Whale 4452,19.9,2253,5.53,https://magiceden.io/item-details/2my7Z7dYkSyqCm6jsgwHnTQxq6qC7T3VQwzy2YrfvZri,Inertia,Aqua,Desert Storm,,Rimless,,Sweatband,,Gold Lip Ring,
Catalina Whale 1960,19.9,3728,0,https://magiceden.io/item-details/FH6aWFtkfegjnQatafoEh8nwRV1Py2RaVkFrTqBefxUd,Beluga,Aqua,Camo,,Black Sunnies,Punk,,,Stogie,
Catalina Whale 3439,19.9,4010,0,https://magiceden.io/item-details/2ovArpn5zTbLTAWrrjrz7EiyFy19q91nn48Cgy3t37Jy,Beluga,Humpack,Desert Storm,,Vipers,None,,,Diamond Grill,
Catalina Whale 380,19.9,2139,6.36,https://magiceden.io/item-details/z2qkBPZtXGFqtmehpnbfwLEWCu73n8RuokYHSw6Je2K,Sand,Aqua,Save The Whales Red,,Coco,,Whalegol,,Joint,
Catalina Whale 1340,19.9,2399,4.48,https://magiceden.io/item-details/E6Jh1Zv1JSrvUE52RzH2XfzBmDzUHsyPr4vXqMCeSVzJ,Inertia,Aqua,White T,,Vipers,,Beanie Orange,,Stogie,
Catalina Whale 1502,19.99,826,14.94,https://magiceden.io/item-details/7wdkfmWRYbPfPeVqStSQbwchBY2t5TfENAWLSxxjJcBN,Beluga,Oil Slick,Save The Whales Blue,Eyes,,,Hunter S Visor,,Vape,
Catalina Whale 3461,19.99,2643,1.82,https://magiceden.io/item-details/5Eao1bzAhG8E933eujrHKyMVPqSsyL1GKVFkx7nBYqQh,Geo,Humpack,Rasta,,Rimless,Laser,,,No Teeth,
Catalina Whale 1144,20,4659,0,https://magiceden.io/item-details/J9EDry2G9XZqktfBZK1e88aNauhgsbA5Xygq4YvWNayW,Geo,Aqua,Fishing Waders,,Rimless,None,,,Cigarette,
Catalina Whale 3414,20,3064,0,https://magiceden.io/item-details/Cc94ox4ruUNWf1YZZfd74ftPXKrQC4ZUupHy4scWTJ5R,Beluga,Humpack,Big Smoke,Lizard Eyes,,None,,,Diamond Grill,
Catalina Whale 4480,20,2622,1.87,https://magiceden.io/item-details/GrWsESCd4Enaexm4aMSRENhjyymPZqmcuLN2XCNFfVCR,Beluga,Alien,Beast Mode,Squinting Eyes,,None,,,Stogie,
Catalina Whale 4661,20,5083,0,https://magiceden.io/item-details/Etpe4QDsHY4T7CNcqfTm5EYw3Drman9jzJSfdFp5Js79,Hemisphere,Humpack,Frenchie,Eyes,,None,,,Stogie,
